16875.339207, -0.675791
16875.372316, -0.597982
16875.385244, -0.547699
16875.398200, -0.476554
16875.413141, -0.425298
16875.420193, -0.353064
16875.432340, -0.339363
16875.439932, -0.290316
16875.449347, -0.220347
16875.456625, -0.077929
16875.467860, -0.029129
16875.474979, -0.059887
16875.484265,  0.034237
16875.490653,  0.132054
16875.502058,  0.155434
16875.513900,  0.186659
16875.520967,  0.238356
16875.532160,  0.268621
16875.539901,  0.237479
16875.556099,  0.097193
16875.565117,  0.078499
16875.578722,  0.111107
16875.600214, -0.049616
16875.610410, -0.226942
16875.632205, -0.211119
16875.640739, -0.247210
16875.652984, -0.263658
16875.663658, -0.272603
16875.673449, -0.240889
16875.682430, -0.178682
16875.694284, -0.143020
16875.700877, -0.122033
16875.711525, -0.025214
16875.718096,  0.059935
16875.728815,  0.018220
16875.735438, -0.008071
16875.745801, -0.031317
16875.754030, -0.041298
16875.765258, -0.068468
16875.771937, -0.081625
16875.781387, -0.133246
16875.787704, -0.179505
16875.795595, -0.217184
16875.805320, -0.218850
16875.827551, -0.167611
16875.849134, -0.139244
16875.855268, -0.103752
16875.866538, -0.082686
16875.875523, -0.065886
16875.887043, -0.036950
16875.895764,  0.045846
16875.905840,  0.077562
16875.915408,  0.099190
16875.927609,  0.090914
16875.934867,  0.025077
16875.950241,  0.066705
16875.959311,  0.071596
16875.970586,  0.148951
16875.979110,  0.248011
16875.989924,  0.256632
16875.998662,  0.238679
16876.012613,  0.296384
16876.020254,  0.384952
16876.032610,  0.507908
16876.041353,  0.650230
16876.049740,  0.616943
16876.058609,  0.601546
16876.067868,  0.514079
16876.074856,  0.330900
16876.087286,  0.382912
16876.096111,  0.315004
16876.105091,  0.182667
16876.113129,  0.027616
16876.120893, -0.178940
16876.129043, -0.361864
16876.141041, -0.373730
16876.148944, -0.419465
16876.161062, -0.523230
16876.180876, -0.422741
16876.188888, -0.585597
16876.210944, -0.518684
16876.217763, -0.463450
16876.229535, -0.384322
16876.238119, -0.273509
16876.249843, -0.204424
16876.266847, -0.195076
16876.273941, -0.127234
16876.281924,  0.006101
16876.290906, -0.011789
16876.298046,  0.097788
16876.305926,  0.051291
16876.315971,  0.055487
16876.322753,  0.022023
16876.332968,  0.001009
16876.342097,  0.021528
16876.350494,  0.004873
16876.357885, -0.011487
16876.365901, -0.034088
16876.373930, -0.042272
16876.383919, -0.072822
16876.393426, -0.049907
16876.400161, -0.058130
16876.411439, -0.040424
16876.418625, -0.023231
16876.429971, -0.024566
16876.436525,  0.014926
16876.447786, -0.010508
16876.454673, -0.021251
16876.459983,  0.007418
16876.470201,  0.033578
16876.474652,  0.041089
16876.482338,  0.058345
16876.489931,  0.055508
16876.498011,  0.066060
16876.510077,  0.047461
16876.517999,  0.030336
16876.525957,  0.040138
16876.536023,  0.046883
16876.545220,  0.023389
16876.552309, -0.008981
16876.559008, -0.036611
16876.566324, -0.044698
16876.598382, -0.056130
16876.613508, -0.104863
16876.621404, -0.110500
16876.632552, -0.124863
16876.639229, -0.113982
16876.650253, -0.133318
16876.658672, -0.113435
16876.669156, -0.084771
16876.679944, -0.040920
16876.697234, -0.058330
16876.718541, -0.007513
16876.723588,  0.019146
16876.731471,  0.024076
16876.739410,  0.032074
16876.746302,  0.051738
16876.752136,  0.082626
16876.765408,  0.066920
16876.771305,  0.046533
16876.785879,  0.029016
16876.792878,  0.053740
16876.806148,  0.000784
16876.813446,  0.014955
16876.818510,  0.019285
16876.828890,  0.029760
16876.837578,  0.005243
16876.851970, -0.027463
16876.863797, -0.031592
16876.872054, -0.021769
16876.881382, -0.050701
16876.890266, -0.062788
16876.897449, -0.028243
16876.903180, -0.036776
16876.910896,  0.002417
16876.918321, -0.019201
16876.930767, -0.010083
16876.938203,  0.026465
16876.947722,  0.054272
16876.954105,  0.089826
16876.965697,  0.121218
16876.971705,  0.147039
16876.981990,  0.115981
16876.989957,  0.093592
16876.999298,  0.034220
16877.006464,  0.076437
16877.013933,  0.066052
16877.022013,  0.036810
16877.029982, -0.017823
16877.038815, -0.050118
16877.046251, -0.038156
16877.053951, -0.054799
16877.061954, -0.026928
16877.069936,  0.018330
16877.078014,  0.068395
16877.086522,  0.005754
16877.098028,  0.009385
16877.106505,  0.021367
16877.114004,  0.080802
16877.122013,  0.077381
16877.131458,  0.040176
16877.138060,  0.041105
16877.146018,  0.035782
16877.156877,  0.006522
16877.162585, -0.028137
16877.170004,  0.010693
16877.182061,  0.013318
16877.190882,  0.007411
16877.199077, -0.045026
16877.210571, -0.065881
16877.217327, -0.035489
16877.228016, -0.044973
16877.235000, -0.061516
16877.240458, -0.065856
16877.250623, -0.050638
16877.257945, -0.039826
16877.267588, -0.056265
16877.275625, -0.049006
16877.284899, -0.007176
16877.292242,  0.041084
16877.299452, -0.004736
16877.308055,  0.018458
16877.316037,  0.036729
16877.323591,  0.012360
16877.340176, -0.009698
16877.350740, -0.043107
16877.361201, -0.017754
16877.367284, -0.007576
16877.374049, -0.015577
16877.384497, -0.036944
16877.389939, -0.001875
16877.398023, -0.032276
16877.406727, -0.038834
16877.413943,  0.007290
16877.422161,  0.067683
16877.434021,  0.090211
16877.443274,  0.061965
16877.455858,  0.021896
16877.464369,  0.006604
16877.478214, -0.017990
16877.483560, -0.029308
16877.494668, -0.036522
16877.503014, -0.038831
16877.513583, -0.064804
16877.519803, -0.153625
16877.530762, -0.152248
16877.535887, -0.128137
16877.549056, -0.109734
16877.555449, -0.107362
16877.565348, -0.085884
16877.570987, -0.070568
16877.575540, -0.026129
16877.583361, -0.042603
16877.589992, -0.030260
16877.602077,  0.029495
16877.610664,  0.004979
16877.618009, -0.009986
16877.627448, -0.006419
16877.633953, -0.006931
16877.642376, -0.016102
16877.654838, -0.018974
16877.662445, -0.056309
16877.667246, -0.014243
16877.678735, -0.001312
16877.685838, -0.017703
16877.694866,  0.009644
16877.702326,  0.023682
16877.710843,  0.056067
16877.718058,  0.073938
16877.726036,  0.080486
16877.733926,  0.065980
16877.742687,  0.061001
16877.754710,  0.027452
16877.761094,  0.005137
16877.770472, -0.021948
16877.779195, -0.032899
16877.786230, -0.042764
16877.795058, -0.081557
16877.802364, -0.108513
16877.811101, -0.100753
16877.818077, -0.100248
16877.829771, -0.070736
16877.835932, -0.086528
16877.842288, -0.098456
16877.854904, -0.065980
16877.862924, -0.066320
16877.871543, -0.077767
16877.883189, -0.056237
16877.890846, -0.040549
16877.898091, -0.040689
16877.903310, -0.007193
16877.912007, -0.004262
16877.918065,  0.030272
16877.925995,  0.068139
16877.938055,  0.061831
16877.946972,  0.082722
16877.954357,  0.109634
16877.962507,  0.087620
16877.970023,  0.191207
16877.978883,  0.182047
16877.985974,  0.144983
16877.995092,  0.103757
16878.002221,  0.080143
16878.010698,  0.059405
16878.022513,  0.067383
16878.030819,  0.018943
16878.037949, -0.002903
16878.046366,  0.010665
16878.064254, -0.180376
16878.083072, -0.178828
16878.092283, -0.179543
16878.103002, -0.133606
16878.110339, -0.102836
16878.121187, -0.095826
16878.130234, -0.086444
16878.140425, -0.046842
16878.148915, -0.020934
16878.160637, -0.000809
16878.168260,  0.096227
16878.178540,  0.099610
16878.189871,  0.127618
16878.199702,  0.101948
16878.206162,  0.087512
16878.213945,  0.065545
16878.222377,  0.045410
16878.230101,  0.050495
16878.243618,  0.019412
16878.251367, -0.024896
16878.262653, -0.039900
16878.273952, -0.034702
16878.283351, -0.046706
16878.289920, -0.027868
16878.300766, -0.025346
16878.307483,  0.008194
16878.319814,  0.014501
16878.329567, -0.005699
16878.338709,  0.101531
16878.347230,  0.132365
16878.358184,  0.172235
16878.366167,  0.193735
16878.379209,  0.201006
16878.385741,  0.195093
16878.398169,  0.209385
16878.406413,  0.223142
16878.416265,  0.257731
16878.423429,  0.282215
16878.437257,  0.101199
16878.455562,  0.126544
16878.462831,  0.056989
16878.469303,  0.032742
16878.481299,  0.033438
16878.487502,  0.012261
16878.503844, -0.006573
16878.513961, -0.057867
16878.526410, -0.108218
16878.538119, -0.139897
16878.546118, -0.052730
16878.555281, -0.110938
16878.562472, -0.075209
16878.569144, -0.096480
16878.582034, -0.109128
16878.591093, -0.073131
16878.605086, -0.075647
16878.614558, -0.056848
16878.623545, -0.042656
16878.631045, -0.034860
16878.644676, -0.042503
16878.653427, -0.004296
16878.665503,  0.008737
16878.674885,  0.032028
16878.686133,  0.010816
16878.695709, -0.018292
16878.705001, -0.021356
16878.713333, -0.015291
16878.727209, -0.020299
16878.734479, -0.009759
16878.745625,  0.027490
16878.755182, -0.006209
16878.767134, -0.002368
16878.778459, -0.018510
16878.787774,  0.014010
16878.795569,  0.008855
16878.805165, -0.003515
16878.812465, -0.019387
16878.818914,  0.001604
16878.829076, -0.003757
16878.836385,  0.038296
16878.848137,  0.149204
16878.855874,  0.186551
16878.865513,  0.277907
16878.873676,  0.289656
16878.885235,  0.393592
16878.891977,  0.392465
16878.901267,  0.425329
16878.908838,  0.392937
16878.919266,  0.385440
16878.931003,  0.213764
16878.949052,  0.057185
16878.962877, -0.078600
16878.981516, -0.244448
16878.998199, -0.287031
16879.005483, -0.455928
16879.018555, -0.424448
16879.029937, -0.458722
16879.041351, -0.441088
16879.048483, -0.434636
16879.060709, -0.312821
16879.069934, -0.272613
16879.081582, -0.188841
16879.089206, -0.098905
16879.099362, -0.073014
16879.107603,  0.004072
16879.119036, -0.004731
16879.125312,  0.035095
16879.136668,  0.044124
16879.145350,  0.035723
16879.154796,  0.014977
16879.164074,  0.050954
16879.172556,  0.066186
16879.180391,  0.040520
16879.194394,  0.053966
16879.201991,  0.059889
16879.213596,  0.085758
16879.220504,  0.039361
16879.230264,  0.013383
16879.241404,  0.035960
16879.251405,  0.033073
16879.262349,  0.034085
16879.272613,  0.077256
16879.282597,  0.130404
16879.293502,  0.177390
16879.300508,  0.247389
16879.310435,  0.279078
16879.318867,  0.378973
16879.331431,  0.483620
16879.338367,  0.542253
16879.347672,  0.629541
16879.355679,  0.689580
16879.369156,  0.628643
16879.381143,  0.664757
16879.389193,  0.600295
16879.395451,  0.525562
16879.410631,  0.398598
16879.417426,  0.319124
16879.428677,  0.230954
16879.437460,  0.093616
16879.446083,  0.009454
16879.453077, -0.122585
16879.459291, -0.122585
16879.467952, -0.236169
16879.476153, -0.236169
16879.486824, -0.236169
16879.496080, -0.188725
16879.506279, -0.233286
16879.514859, -0.277207
16879.527210, -0.225349
16879.536377, -0.289603
16879.550434, -0.213488
16879.559413, -0.273582
16879.571702, -0.243865
16879.579373, -0.285739
16879.588276, -0.357065
16879.603108, -0.329872
16879.613628, -0.305027
16879.620675, -0.291665
16879.628520, -0.260905
16879.637940, -0.202331
16879.646320, -0.272508
16879.661304, -0.247992
16879.678035, -0.242058
16879.686720, -0.229326
16879.697599, -0.171809
16879.706975, -0.175097
16879.717739, -0.162475
16879.725261, -0.124767
16879.736102, -0.137573
16879.745383, -0.157657
16879.753336, -0.071636
16879.762296, -0.000932
16879.777720,  0.002563
16879.793634,  0.018888
16879.801256,  0.041926
16879.814420,  0.041999
16879.821499,  0.050696
16879.832022,  0.026410
16879.839580, -0.022664
16879.848885,  0.016678
16879.855810,  0.055545
16879.862765, -0.012492
16879.872657, -0.001480
16879.880853,  0.022185
16879.893052,  0.022226
16879.901456,  0.006092
16879.911366,  0.010583
16879.920686,  0.032198
16879.935143,  0.108702
16879.953257,  0.109321
16879.971804, -0.029287
16879.982643,  0.023961
16879.992517,  0.011067
16880.001152,  0.015097
16880.011225, -0.000232
16880.019065, -0.006093
16880.029189, -0.013042
16880.037927, -0.003605
16880.047523, -0.056938
16880.055176, -0.069777
16880.065099,  0.067724
16880.074818,  0.017722
16880.086408,  0.002688
16880.095266, -0.042142
16880.105340, -0.035579
16880.113464, -0.006949
16880.127370, -0.042349
16880.135035, -0.054032
16880.147831, -0.025852
16880.156000, -0.049847
16880.175565, -0.196184
16880.196983, -0.125505
16880.205954, -0.092746
16880.215876, -0.054892
16880.224063, -0.059701
16880.235740, -0.084286
16880.243871, -0.035459
16880.254162, -0.048445
16880.263788, -0.059981
16880.274471, -0.024147
16880.283883,  0.024756
16880.296385, -0.053834
16880.304226, -0.057952
16880.314982, -0.053092
16880.322968, -0.055786
16880.335813, -0.020241
16880.345489,  0.055389
16880.357505,  0.140746
16880.365183,  0.118627
16880.376566,  0.085099
16880.384201,  0.126964
16880.395060,  0.172044
16880.402399,  0.169881
16880.414415,  0.130398
16880.422564,  0.147155
16880.432829,  0.081226
16880.445661, -0.105517
16880.458866, -0.259990
16880.470508, -0.221961
16880.478567, -0.200518
16880.484021, -0.201636
16880.490057, -0.199592
16880.498072, -0.202028
16880.506424, -0.179426
16880.514824, -0.194665
16880.522088, -0.123535
16880.531379, -0.031262
16880.542046,  0.049419
16880.550181,  0.039691
16880.558192,  0.044547
16880.566017,  0.007400
16880.573968, -0.020146
16880.582306, -0.029892
16880.590002, -0.033155
16880.597943, -0.053632
16880.608250, -0.084583
16880.614160, -0.053773
16880.633470, -0.057854
16880.651547, -0.044169
16880.658091, -0.050310
16880.666019, -0.030224
16880.674462,  0.002217
16880.682594,  0.030713
16880.690007,  0.051038
16880.697922,  0.083754
16880.710727,  0.062436
16880.720429,  0.019300
16880.727859,  0.025085
16880.736695, -0.013345
16880.746661, -0.012486
16880.754293,  0.017537
16880.761268,  0.000950
16880.772867, -0.018103
16880.779320,  0.061636
16880.783838,  0.108327
16880.797062,  0.234651
16880.802835,  0.352105
16880.811217,  0.320236
16880.823183,  0.446268
16880.829440,  0.534312
16880.834361,  0.595373
16880.847753,  0.685518
16880.855533,  0.683905
16880.871693,  0.591223
16880.881262,  0.582746
16880.892370,  0.479866
16880.900162,  0.330066
16880.914244,  0.468586
16880.923288,  0.365290
16880.931169,  0.276558
16880.937694,  0.190472
